"Pathways"	"Object ID"	"Reaction-List"
PWY-7918	"PWY-7918"	RXN-18909 // RXN-18908 // RXN-18907 // 3.2.1.106-RXN
PWY-6619	"PWY-6619"	ADENOSINE-KINASE-RXN
PWY-5297	"PWY-5297"	RXN-8213 // RXN-8212
PWY-5436	"PWY-5436"	ACETALD-DEHYDROG-RXN // THREONINE-ALDOLASE-RXN
PWY-7711	"PWY-7711"	RXN-17037 // RXN-17036 // RXN-17035 // RXN-17034 // RXN-17033 // RXN-17032 // RXN-17031 // RXN-17030 // RXN-17029 // TRICHODIENE-SYNTHASE-RXN
PWY-5194	"PWY-5194"	RXN-8675 // UROPORIIIMETHYLTRANSA-RXN // SIROHEME-FERROCHELAT-RXN // DIMETHUROPORDEHYDROG-RXN
PWY-5466	"PWY-5466"	RXN-8678 // RXN-17353 // RXN-17352 // RXN-17351 // RXN-8684 // RXN-8683 // RXN-8681 // RXN-8680 // RXN-8679 // RXN-8677
PWY-7921	"PWY-7921"	RXN-19017 // RXN-19016 // RXN-19015 // RXN3O-9783 // RXN-16594 // 2.4.1.83-RXN // 2.4.1.109-RXN
PWY-6605	"PWY-6605"	ADENOSINE-NUCLEOSIDASE-RXN // ADENPRIBOSYLTRAN-RXN
PWY-7714	"PWY-7714"	RXN-17071 // RXN-17070 // RXN-17057 // RXN-17056
PWY-7941	"PWY-7941"	RXN-19136 // RXN-19134
PWY-7433	"PWY-7433"	2.4.1.41-RXN // 2.4.1.146-RXN // 2.4.1.102-RXN // 2.4.99.4-RXN // 2.4.1.122-RXN
PWY-6611	"PWY-6611"	INOSINEKIN-RXN // ADENODEAMIN-RXN // ADENPHOSPHOR-RXN
PWY-7759	"PWY-7759"	RXN-17491 // RXN-5286 // RXN-17448 // RXN-17447 // RXN-17446 // RXN-17445 // RXN-17444 // RXN-17443 // RXN-17442 // RXN-17441 // RXN-17436 // RXN-17435 // RXN-17434 // RXN-17433 // RXN-17432 // RXN-17431 // RXN-17430 // RXN-17429
THRDLCTCAT-PWY	"THRDLCTCAT-PWY"	AMACETOXID-RXN // THREOSPON-RXN // THREODEHYD-RXN
PWY-5950	"PWY-5950"	RXN-8648 // RXN-9475 // RXN-9476
PWY-7758	"PWY-7758"	RXN-17491 // RXN-5286 // RXN-17440 // RXN-17439 // RXN-17438 // RXN-17437 // RXN-17436 // RXN-17435 // RXN-17434 // RXN-17433 // RXN-17432 // RXN-17431 // RXN-17430 // RXN-17429
PWY-7221	"PWY-7221"	GDPKIN-RXN // GUANYL-KIN-RXN // GMP-SYN-GLUT-RXN // IMP-DEHYDROG-RXN
PWY-6820	"PWY-6820"	RXN-12441
P121-PWY	"P121-PWY"	ADENPRIBOSYLTRAN-RXN // ADENPHOSPHOR-RXN
PWY-7981	"PWY-7981"	2.7.7.40-RXN // RXN-19406 // RXN-19405 // RXN-19404 // RXN-19400 // RXN-19401 // RXN-19402 // RXN-19403
PWY-7762	"PWY-7762"	RXN-17482 // RXN-17484 // RXN-17481 // RXN-17480 // RXN-17479 // RXN-17478 // RXN-17477
PWY-6265	"PWY-6265"	RXN-10629 // RXN-10628 // RXN-8415
PWY-5526	"PWY-5526"	RXN-17491 // RXN-5286 // RXN-17425 // RXN-17424 // RXN-8792 // RXN-8793 // RXN-8791 // RXN-8790 // RXN-8789 // RXN-8788 // RXN-8787 // RXN-8786 // RXN-8785
PWY-4741	"PWY-4741"	METHYLGUANIDINASE-RXN // RXN-7261
PWY-7437	"PWY-7437"	RXN-15215 // RXN-15205
PWY-6610	"PWY-6610"	ADENPRIBOSYLTRAN-RXN // ADENINE-DEAMINASE-RXN // HYPOXANPRIBOSYLTRAN-RXN
PWY-7760	"PWY-7760"	RXN-18420 // RXN-18418 // RXN-18416 // RXN-18414 // RXN-17491 // RXN-5286 // RXN-17465 // RXN-17466 // RXN-17467 // RXN-17468 // RXN-17463 // RXN-17462 // RXN-17461 // RXN-17460 // RXN-17459 // RXN-17458 // RXN-17457 // RXN-17456 // RXN-17445 // RXN-17444 // RXN-17443 // RXN-17441 // RXN-17436 // RXN-17435 // RXN-17434 // RXN-17433 // RXN-17432 // RXN-17431 // RXN-17430 // RXN-17429
PWY-4722	"PWY-4722"	CREATININE-DEAMINASE-RXN // SARCOX-RXN // SARCOSINE-DEHYDROGENASE-RXN // N-CARBAMOYLSARCOSINE-AMIDASE-RXN // 3.5.2.14-RXN
UDPNAGSYN-PWY	"UDPNAGSYN-PWY"	PGLUCISOM-RXN // 5.4.2.10-RXN // L-GLN-FRUCT-6-P-AMINOTRANS-RXN // 2.3.1.157-RXN // NAG1P-URIDYLTRANS-RXN
PWY-7736	"PWY-7736"	RXN-17164 // RXN-17163 // RXN-17162 // RXN-17161 // RXN-8813 // FARNESYLTRANSTRANSFERASE-RXN // FPPSYN-RXN // GPPSYN-RXN
PWY-5064	"PWY-5064"	RXN-5286 // RXN-7666 // RXN-7665 // RXN-7663 // RXN-7664
CRNFORCAT-PWY	"CRNFORCAT-PWY"	SARCOX-RXN // SARCOSINE-DEHYDROGENASE-RXN // CREATINASE-RXN // CREATININASE-RXN
PWY-7219	"PWY-7219"	ADENYL-KIN-RXN // AMPSYN-RXN // ADENYLOSUCCINATE-SYNTHASE-RXN
PWY-7487	"PWY-7487"	RXN-15443 // RXN-15442
PWY-5529	"PWY-5529"	PWY-5189 // PWY-5531 // PWY-5526
PWY-6133	"PWY-6133"	TYROSINE-DECARBOXYLASE-RXN // RXN-5861 // 2.6.1.49-RXN // RXN-9981 // RXN-9980 // RXN-9979 // RXN-9978
PWY-6278	"PWY-6278"	RXN-10641 // RXN-10640
PWY-5086	"PWY-5086"	RXN-5286 // RXN1F-66
PWY-7843	"PWY-7843"	RXN-17522
PWY-3581	"PWY-3581"	TYROSINE-AMINOTRANSFERASE-RXN // 4.1.1.80-RXN // RXN-9978 // RXN-5861 // 2.1.1.116-RXN // 1.14.13.71-RXN // 2.1.1.140-RXN // 2.1.1.128-RXN // S-NORLAUDANOSOLINE-SYNTHASE-RXN // RXN66-221 // TYROSINE-DECARBOXYLASE-RXN
PWY-5068	"PWY-5068"	RXN-18400 // RXN-7679 // RXN-7678 // RXN-7677 // RXN-7676 // RXN-7674 // RXN1F-66
UDPNACETYLGALSYN-PWY	"UDPNACETYLGALSYN-PWY"	GLUCOKIN-RXN // PGLUCISOM-RXN // NAG1P-URIDYLTRANS-RXN // PHOSACETYLGLUCOSAMINEMUT-RXN // GLUCOSAMINEPNACETYLTRANS-RXN // L-GLN-FRUCT-6-P-AMINOTRANS-RXN
PWY-6294	"PWY-6294"	RXN-10685 // RXN-8587
PWY-7764	"PWY-7764"	RXN-17491 // RXN1F-66
PWY-6124	"PWY-6124"	IMPCYCLOHYDROLASE-RXN // AICARTRANSFORM-RXN // AICARSYN-RXN // SAICARSYN-RXN // AIRCARBOXY-RXN
PWY-7631	"PWY-7631"	RXN-16365 // RXN-16364
12DICHLORETHDEG-PWY	"12DICHLORETHDEG-PWY"	DHLBXANAU-RXN // ALDXANAU-RXN // MOXXANAU-RXN // DHLAXANAU-RXN
PWY-7159	"PWY-7159"	RXN-17485 // RXN-5282 // RXN-5283 // RXN-5284 // RXN0-1461 // RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN // RXN1F-20 // UROGENDECARBOX-RXN // PROTOPORGENOXI-RXN
PWY-3261	"PWY-3261"	RXN-18332 // RXN-10740 // UDP-GLUCOSE-46-DEHYDRATASE-RXN
PWY-6888	"PWY-6888"	RXN-19948 // RXN-19640 // RXN-12656 // RXN-12657 // RXN-8429 // RXN-11903 // RXN-12608 // RXN-12607 // RXN-12606 // RXN-12605
PWY-5531	"PWY-5531"	RXN-17485 // HEMN-RXN // RXN0-6259 // RXN-8799 // RXN-8797 // RXN-8798 // RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN // RXN1F-20 // UROGENDECARBOX-RXN
PWY-7846	"PWY-7846"	RXN-18463 // RXN-18464 // RXN-18337
PWY-6744	"PWY-6744"	RXN-12215
CHLOROPHYLL-SYN	"CHLOROPHYLL-SYN"	RXN-5285 // RXN-5282 // RXN-5283 // RXN-5284 // RXN0-1461 // RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN // RXN1F-20 // UROGENDECARBOX-RXN // PROTOPORGENOXI-RXN
GAMMAHEXCHLORDEG-PWY	"GAMMAHEXCHLORDEG-PWY"	LINBBSPON-RXN // LINABSPON-RXN // RXN-10077 // MALEYLACETATE-REDUCTASE-RXN // LINE-RXN // LIND-RXN // LINC-RXN // LINB2-RXN // LINB1-RXN // LINA2-RXN // LINA1-RXN
TRPSYN-PWY	"TRPSYN-PWY"	RXN0-2381 // RXN0-2382 // ANTHRANSYN-RXN // PRTRANS-RXN // PRAISOM-RXN // IGPSYN-RXN
PWY-5425	"PWY-5425"	RXN-8550 // RXN-8572 // RXN-8540 // RXN-8541 // RXN-8414 // RXN-8566
PWY-6687	"PWY-6687"	RXN-12040 // RXN-12028
PWY-6946	"PWY-6946"	RXN-17648 // RXN-17645 // RXN-17650 // RXN-17647 // RXN-17646 // RXN-12848 // RXN-12849 // RXN-12850 // RXN-12745 // RXN-12744 // RXN-12743 // RXN-12710 // RXN-12709 // RXN-12708 // RXN-12707 // RXN-12706 // RXN-12705 // RXN-12704 // RXN-12703 // RXN-12702 // RXN-12694 // RXN-12693
PWY-7864	"PWY-7864"	RXN-18515
PWY-6123	"PWY-6123"	RXN0-742 // RXN0-743 // IMPCYCLOHYDROLASE-RXN // AICARTRANSFORM-RXN // AICARSYN-RXN // SAICARSYN-RXN
PWY-5479	"PWY-5479"	RXN-16344 // RXN-8738 // RXN-8736 // RXN-8735
PCEDEG-PWY	"PCEDEG-PWY"	1.97.1.8-RXN // VCREDCHLOR-RXN // DCEREDCHLOR-RXN // TCEREDCHLOR-RXN
PWY-6945	"PWY-6945"	RXN-12849 // RXN-12850 // RXN-12848 // RXN-12745 // RXN-12744 // RXN-12743 // RXN-12778 // RXN-12694 // RXN-12710 // RXN-12709 // RXN-12708 // RXN-12707 // RXN-12706 // RXN-12705 // RXN-12704 // RXN-12703 // RXN-12702
PWY-4	"PWY-4"	RXN-14753 // GALACTURONOKINASE-RXN // RXN-3
PWY-7713	"PWY-7713"	RXN-17055 // RXN-17054 // RXN-17053 // RXN-17052 // RXN-17051 // RXN-17050 // RXN-17049
PWY-7781	"PWY-7781"	RXN-16853 // RXN-16854
PWY-6928	"PWY-6928"	PWY-6945 // PWY-6944
PWY-5874	"PWY-5874"	RXN-19361 // RXN-19360 // RXN-19358 // RXN-19359 // BILIVERDIN-REDUCTASE-RXN // HEME-OXYGENASE-DECYCLIZING-RXN
PWY-6759	"PWY-6759"	HYDROG-RXN
PWY-6947	"PWY-6947"	PWY-6946 // PWY-6944
PCPDEG-PWY	"PCPDEG-PWY"	RXN-18362 // RXN-18405 // RXN-18404 // RXN-18403 // MALEYLACETATE-REDUCTASE-RXN // CHLOROMALERED-RXN // 26DICHDIOX-RXN // RXN-18407 // RXN-18406 // PCP4MONO-RXN
LYSDEGII-PWY	"LYSDEGII-PWY"	VAGL-RXN // GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // AMVAL-RXN // KETAMID-RXN // ACETCAPR-RXN // LYSACET-RXN
PWY-5773	"PWY-5773"	4.6.1.11-RXN // RXN-9049 // RXN-9050 // RXN-9051 // RXN-9048 // RXN-9047 // RXN-9046 // RXN-9045
PWY-6686	"PWY-6686"	RXN-12041 // RXN-12039 // RXN-12029
PWY-3542	"PWY-3542"	RXN-5763 // RXN-5762 // RXN-5761
PWY-7993	"PWY-7993"	RXN-11158 // RXN-16868
PWY-7234	"PWY-7234"	RXN-10066 // RXN0-742 // RXN0-743 // IMPCYCLOHYDROLASE-RXN // AICARSYN-RXN // SAICARSYN-RXN
PWY-7139	"PWY-7139"	RXN-13821 // RXN-13820 // RXN-13819 // RXN-13818 // RXN-13817
PWY-5822	"PWY-5822"	RXN-9155 // RXN-9154 // RXN-9153 // RXN-9152 // RXN-9151 // RXN-9150 // RXN-9149
PWY-3385	"PWY-3385"	RXN-5647 // RXN-5643 // RXN-5642 // 2.1.1.103-RXN // ETHANOLAMINE-KINASE-RXN // RXN-5641
PWY-4861	"PWY-4861"	UDP-GLUCURONATE-4-EPIMERASE-RXN
PWY-5800	"PWY-5800"	RXN-9094 // RXN-9093 // RXN-9104
PWY-6258	"PWY-6258"	RXN-13522 // RXN-10603 // RXN-10602 // RXN-10601 // RXN-10600
PWY-7371	"PWY-7371"	RXN-15264 // RXN-12345 // RXN-12346 // RXN-10622 // RXN-10620
PWY-3561	"PWY-3561"	RXN-5781 // PHOSCHOL-RXN // 2.7.7.15-RXN
PWY-7845	"PWY-7845"	RXN-17523
PWY-6780	"PWY-6780"	HYDROG-RXN // 1.2.7.4-RXN
P542-PWY	"P542-PWY"	CHOLINE-BETAINE-ANA-PWY // CHOLINE-SULFATASE-RXN
PWY-7497	"PWY-7497"	RXN-15533 // RXN-15532 // RXN-15531
PWY-5280	"PWY-5280"	RXN-14724 // VAGL-RXN // RXN-8182 // 5-AMINOPENTANAMIDASE-RXN // LYSINE-2-MONOOXYGENASE-RXN
PWY-7730	"PWY-7730"	RXN-17042 // RXN-17041 // RXN-17040 // RXN-17039 // RXN-17038
PWY-6852	"PWY-6852"	1.14.13.101-RXN
PWY-7494	"PWY-7494"	RXN-6268 // BADH-RXN // PWY-3721
PWY-7374	"PWY-7374"	RXN-15264 // RXN-12345 // RXN-14910 // RXN-10622 // RXN-10620 // RXN-9780
CHOLINE-BETAINE-ANA-PWY	"CHOLINE-BETAINE-ANA-PWY"	CHD-RXN // BADH-RXN
PWY-6540	"PWY-6540"	RXN-20055 // RXN-20050 // RXN-20049 // RXN-15460 // RXN-15459 // RXN-15458 // RXN-11527 // RXN-8970 // RXN-8969 // RXN-8962
PWY-5113	"PWY-5113"	RXN-7770
PWY-6254	"PWY-6254"	RXN-10568 // RXN-10567
PWY-7165	"PWY-7165"	RXN0-6373 // RXN-12108 // RXN0-7020 // 1.1.1.274-RXN // DEHYDROGLUCONATE-DEHYDROGENASE-RXN // GLUCONATE-2-DEHYDROGENASE-RXN // GLUCONOLACT-RXN
PWY-7167	"PWY-7167"	RXN-13946
PWY-7848	"PWY-7848"	RXN-18346 // RXN-18347
PWY-6758	"PWY-6758"	HYDROGEN-DEHYDROGENASE-RXN
PWY-3721	"PWY-3721"	CHOLINE-OXIDASE-RXN // CHOLINE-OXIDASEII-RXN
PWY-5195	"PWY-5195"	RXN-20257 // RXN-12314 // RXN-8058 // RXN-8056 // RXN-8055 // RXN-8053 // RXN-8051 // RXN-8050 // RXN-8046
PWY-5350	"PWY-5350"	THIOSULFATE-SULFURTRANSFERASE-RXN
PWY-5311	"PWY-5311"	RXN-8243 // RXN-8172 // L-LYSINE-OXIDASE-RXN
PWY-6275	"PWY-6275"	RXN-8432 // RXN-8415 // RXN-8414
PWY4FS-11	"PWY4FS-11"	RXN-14395 // RXN4FS-8 // RXN4FS-9 // RXN4FS-10 // RXN-7771
PWY-7976	"PWY-7976"	RXN-14537
PEPTIDOGLYCANSYN-PWY	"PEPTIDOGLYCANSYN-PWY"	PWY-6387 // PHOSNACMURPENTATRANS-RXN // NACGLCTRANS-RXN
PWY-63	"PWY-63"	UDP-ARABINOSE-4-EPIMERASE-RXN
PWY-6291	"PWY-6291"	RXN-8609 // RXN-8608
PWY-6415	"PWY-6415"	PWY-7346 // PWY-7343 // RXN-14753 // RXN-11153 // RXN-11152 // RXN-11151 // RXN-11150 // RXN-11147 // UDP-GLUCURONATE-4-EPIMERASE-RXN
PWY-7844	"PWY-7844"	RXN-18338 // RXN-18339
PWY-6772	"PWY-6772"	RXN-12275 // RXN-12274
PWY-5364	"PWY-5364"	RXN-8269 // RXN-8380
PWY-6085	"PWY-6085"	RXN-9863 // 24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN
PWY-6385	"PWY-6385"	2.4.1.129-RXN // RXN-11301 // RXN-11031 // RXN-11030 // PWY-6387 // RXN-11029 // RXN-11028
PWY-7850	"PWY-7850"	RXN66-555 // RXN-18355 // CYSTEAMINE-DIOXYGENASE-RXN // HYPOTAURINE-DEHYDROGENASE-RXN
PWY-5327	"PWY-5327"	P163-PWY // LYSDEGII-PWY // LYSINE-DEG1-PWY // PWY-5280 // PWY-5283 // PWY-5298 // PWY-5311 // PWY-5314 // PWY-5324 // PWY0-461
PWY-6836	"PWY-6836"	RXN-8429 // RXN-8621 // RXN-12494 // RXN-12493
PWY3DJ-35471	"PWY3DJ-35471"	RXN-14693 // RXN-8784 // RXN-8783 // RXN3DJ-64 // GLUCURONATE-REDUCTASE-RXN // L-GULONOLACTONE-OXIDASE-RXN
PWY-5332	"PWY-5332"	H2SOXIREDPYRO-RXN
PWY-6086	"PWY-6086"	RXN-9866 // RXN-9864
PWY-7028	"PWY-7028"	RXN-13252 // RXN-13253 // RXN-12812
PWY0-1586	"PWY0-1586"	RXN-16691 // RXN-16687 // RXN-16690 // RXN-16689 // RXN-16688 // RXN-16685 // RXN-16665 // RXN-16664 // RXN-16659 // RXN-16660 // RXN-16649 // RXN-16650
PWY-2961	"PWY-2961"	RXN-12828 // RXN-11907 // RXN-4848 // RXN-4846 // RXN-4845 // RXN-4844 // RXN-4843 // RXN-4842 // RXN-4823
PWY-5377	"PWY-5377"	RXN-8434
PWY-5521	"PWY-5521"	RXN-8781 // RXN-8780 // RXN-8782 // D-SORBITOL-DEHYDROGENASE-RXN
PWY-7847	"PWY-7847"	RXN-14697 // RXN-14696
PWY-7731	"PWY-7731"	PWY-6785 // PWY-101 // RXN-12303
PWY-6102	"PWY-6102"	RXN-9904 // RXN-17091 // RXN-9905 // RXN-9902
PWY-5265	"PWY-5265"	RXN-20088 // RXN-15521 // PWY-6459 // RXN-11291 // RXN-11065 // PWY-6386 // RXN-8976 // RXN-8975
PWY-5331	"PWY-5331"	RXN-18356 // CYSTAUR-RXN // HYPOTAURINE-DEHYDROGENASE-RXN // SULFINOALANINE-DECARBOXYLASE-RXN // CYSTEINE-DIOXYGENASE-RXN
PWY66-425	"PWY66-425"	L-LYSINE-OXIDASE-RXN // RXN-10855 // RXN-16267 // 2-KETO-ADIPATE-DEHYDROG-RXN // 2-AMINOADIPATE-AMINOTRANSFERASE-RXN // RXN66-565 // RXN-8172 // RXN-8166 // L-PIPECOLATE-OXIDASE-RXN
PWY-7712	"PWY-7712"	RXN-17048 // RXN-17047 // RXN-17046 // RXN-17045 // RXN-17044 // RXN-17043
PWY-7067	"PWY-7067"	RXN-13499 // RXN-13498 // RXN-13497
PWY-882	"PWY-882"	RXN-1882 // 2.7.7.13-RXN // PHOSMANMUT-RXN // MANNPISOM-RXN // RXNQT-4141 // RXNQT-4142 // RXN-1884 // GALACTONOLACTONE-DEHYDROGENASE-RXN
QUINATEDEG-PWY	"QUINATEDEG-PWY"	3-DEHYDROQUINATE-DEHYDRATASE-RXN // DHSHIKIMATE-DEHYDRO-RXN // 1.1.99.25-RXN
PWY-6107	"PWY-6107"	RXN-9914 // RXN-9869 // MALEYLACETATE-REDUCTASE-RXN // RXN-9892 // RXN-9870 // RXN-9912 // RXN-9913
PWY-7090	"PWY-7090"	RXN-13585 // RXN-13596 // RXN-13589 // 5.1.3.23-RXN // 1.1.1.136-RXN
PWY-5733	"PWY-5733"	RXN-11527 // RXN-8939 // RXN-8562 // RXN-8561 // RXN-8553
PWY-5756	"PWY-5756"	RXN-9007 // RXN-9006 // RXN-9008 // RXN-9005 // RXN-9004 // RXN-9001 // RXN-9002 // RXN-9000
PWY-6751	"PWY-6751"	PWY-6759 // PWY-6758
PWY-6416	"PWY-6416"	QUINATE-5-DEHYDROGENASE-RXN // 3-DEHYDROQUINATE-DEHYDRATASE-RXN // DHSHIKIMATE-DEHYDRO-RXN
PWY-6178	"PWY-6178"	RXN-20723 // RXN-20724 // RXN-20721 // RXN-20722 // RXN-18362 // MALEYLACETATE-REDUCTASE-RXN // CHLOROMALERED-RXN // RXN-10075
VALSYN-PWY	"VALSYN-PWY"	ACETOLACTSYN-RXN // ACETOLACTREDUCTOISOM-RXN // BRANCHED-CHAINAMINOTRANSFERVAL-RXN // DIHYDROXYISOVALDEHYDRAT-RXN
PWY-5298	"PWY-5298"	RXN-8162 // RXN-8173 // L-LYSINE-AMINOTRANSFERASE-RXN
PWY-6257	"PWY-6257"	RXN-10599 // RXN-10598 // RXN-10597
PWY-7072	"PWY-7072"	RXN-17128 // RXN-17129 // RXN-12263 // RXN-13535 // RXN-4961 // RXN-13534 // RXN-12337 // RXN-13533 // RXN-13532 // RXN-13531 // RXN-13530 // RXN-13529 // RXN-13528 // 5.4.99.17-RXN
PWY-6524	"PWY-6524"	2.4.1.123-RXN // 2.4.1.82-RXN // RXN-15224 // RXN-11490
PWY-6197	"PWY-6197"	RXN-10127 // RXN-10129 // RXN-10128 // RXN-10125
PWY-7330	"PWY-7330"	RXN-9998 // RXN-14761 // RXN-14760 // RXN-14759
PWY-7720	"PWY-7720"	FARNESYLTRANSTRANSFERASE-RXN // RXN-8813 // RXN-15427
PWY-5875	"PWY-5875"	RXN-12263 // RXN-9309 // RXN-9308 // RXN-9307 // RXN-9306 // RXN-9305 // RXN-9304 // RXN-9301 // RXN-9303
PWY-6765	"PWY-6765"	1.12.1.3-RXN
PWY-7037	"PWY-7037"	RXN-13318 // RXN-13317 // RXN-13316 // RXN-13315 // RXN-13314 // RXN-13269
PWY-6200	"PWY-6200"	RXN-10137 // RXN-12313 // RXN-12312 // RXN-10133 // RXN-10134 // RXN-10135 // RXN-10136 // 1.6.5.7-RXN // MALEYLACETATE-REDUCTASE-RXN
PWY-5324	"PWY-5324"	RXN-8173 // LYSINE--PYRUVATE-6-AMINOTRANSFERASE-RXN
PWY-6128	"PWY-6128"	RXN-9963 // RXN-9962
PWY-7474	"PWY-7474"	RXN-15389
ALANINE-SYN2-PWY	"ALANINE-SYN2-PWY"	ALANINE-AMINOTRANSFERASE-RXN
PWY0-1597	"PWY0-1597"	RXN-16937 // RXN0-7298 // RXN0-7309
PWY-5337	"PWY-5337"	2.4.1.67-RXN // 2.4.1.82-RXN // 2.4.1.123-RXN
PWY-7496	"PWY-7496"	RXN-15527 // RXN-15526
PWY-7331	"PWY-7331"	RXN-9998 // RXN-14764 // RXN-14763 // RXN-14759
PWY-6168	"PWY-6168"	DIOHBUTANONEPSYN-RXN // FADSYN-RXN // RIBOFLAVINKIN-RXN // RIBOFLAVIN-SYN-RXN // LUMAZINESYN-RXN // GTP-CYCLOHYDRO-II-RXN // RXN-10057 // RXN-10058 // RIBOPHOSPHAT-RXN
PWY-6271	"PWY-6271"	RXN-10637 // RXN-10636 // RXN-10635
PWY-6008	"PWY-6008"	RXN-9685
PWY-6785	"PWY-6785"	HYDROG-RXN
PWY0-1061	"PWY0-1061"	ALANINE-SYN2-PWY // PWY0-1021 // ALANINE-VALINESYN-PWY
RIBOSYN2-PWY	"RIBOSYN2-PWY"	GTP-CYCLOHYDRO-II-RXN // RIBOFLAVINSYNDEAM-RXN // RIBOFLAVINSYNREDUC-RXN // DIOHBUTANONEPSYN-RXN // RIBOPHOSPHAT-RXN // LUMAZINESYN-RXN // RIBOFLAVIN-SYN-RXN // FADSYN-RXN // RIBOFLAVINKIN-RXN
PWY-6116	"PWY-6116"	RXN-9936 // RXN-9935
PWY-7512	"PWY-7512"	RXN-20730 // RXN-20729 // RXN-20728 // RXN-20727 // RXN-20726 // RXN-15576
PWY-6336	"PWY-6336"	RXN-8527 // 4.1.1.77-RXN // RXN-8529 // RXN-10883 // RXN-10882
PWY-6167	"PWY-6167"	DIOHBUTANONEPSYN-RXN // FADSYN-RXN // RXN-9296 // RIBOFLAVIN-SYN-RXN // LUMAZINESYN-RXN // RXN-10055 // RXN-10056 // RXN-10057 // RXN-10058 // RIBOPHOSPHAT-RXN
PWY0-461	"PWY0-461"	RXN0-7319 // RXN0-7316 // VAGL-RXN // RXN-8182 // RXN0-7318 // RXN0-7317 // LYSDECARBOX-RXN
PWY-8064	"PWY-8064"	RXN-20719 // RXN-20720
PWY-8028	"PWY-8028"	CYCLOARTENOL-SYNTHASE-RXN
PWY0-1021	"PWY0-1021"	RXN0-308
PWY66-366	"PWY66-366"	RIBOFLAVINKIN-RXN // FADSYN-RXN
PWY-7031	"PWY-7031"	RXN-13280 // RXN-13277 // RXN-13276 // RXN-13275 // RXN-13274 // RXN-13269
PWY-7771	"PWY-7771"	RXN-17546 // RXN-17542 // DHLBXANAU-RXN // RXN-17540 // RXN-17539 // RXN-17538
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY"	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN // 3-OXOADIPATE-ENOL-LACTONASE-RXN // 5.5.1.2-RXN // PROTOCATECHUATE-34-DIOXYGENASE-RXN
PWY-7333	"PWY-7333"	RXN-13252 // RXN-14769
PWY-6290	"PWY-6290"	RXN-8604
PWY-6105	"PWY-6105"	RXN-12263 // RXN-13311 // RXN-13310 // RXN-13291 // RXN-13285 // RXN-13284 // RXN-13283 // RXN-13282 // RXN-13724
PWY-5998	"PWY-5998"	RXN-8343
ALANINE-VALINESYN-PWY	"ALANINE-VALINESYN-PWY"	VALINE-PYRUVATE-AMINOTRANSFER-RXN // BRANCHED-CHAINAMINOTRANSFERVAL-RXN
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	"MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS"	RXN-16594 // RXN-16593 // RXN-16592 // 2.4.1.119-RXN // 2.4.1.117-RXN // 2.4.1.83-RXN // RXN-5472 // RXN-5471 // RXN-5470 // RXN-5469 // RXN-5468 // RXN-5467 // RXN-5466 // RXN-5464 // RXN-5462 // RXN-5463 // 2.4.1.142-RXN // 2.4.1.141-RXN // 2.7.8.15-RXN
PWY-7823	"PWY-7823"	RXN-18090 // RXN-18091
P184-PWY	"P184-PWY"	RXN-2464 // OXALODECARB-RXN // 1.2.1.45-RXN // RXN-9983 // RXN-2462 // RXN-2463 // R107-RXN // PROTOCATECHUATE-45-DIOXYGENASE-RXN
PWY-8020	"PWY-8020"	D-XYLOSE-1-DEHYDROGENASE-RXN // 25-DIOXOVALERATE-DEHYDROGENASE-RXN // RXN-8777 // XYLONATE-DEHYDRATASE-RXN // RXN-12246
LYSINE-DEG1-PWY	"LYSINE-DEG1-PWY"	1.2.1.31-RXN // 2-KETO-ADIPATE-DEHYDROG-RXN // 2-AMINOADIPATE-AMINOTRANSFERASE-RXN // 1.5.1.9-RXN // 1.5.1.8-RXN
PWY-5203	"PWY-5203"	RXN-12320 // RXN-12319 // RXN-8086 // RXN-8084 // RXN-8083 // RXN-8085 // RXN-8082 // RXN-7570
PWY-6525	"PWY-6525"	RXN-11490 // 2.4.1.82-RXN // 2.4.1.123-RXN // RXN-11492 // RXN-11491
PWY-7334	"PWY-7334"	RXN-14767 // RXN-13252
PWY-695	"PWY-695"	RXN1F-155 // RXN-8074 // RXN-698 // 1.2.3.14-RXN // 1.1.1.288-RXN
PWY-7066	"PWY-7066"	RXN-7570 // RXN-19713 // RXN-19712 // RXN-13496 // RXN-13494 // RXN-13493 // RXN-13491 // RXN-12683 // RXN-13489 // RXN-13492 // RXN-12682 // RXN-12681
PWY-7594	"PWY-7594"	RXN-16069
PWY-5283	"PWY-5283"	RXN-14724 // RXN-8172 // RXN-8167 // 2-AMINOADIPATE-AMINOTRANSFERASE-RXN // RXN-8162 // L-PIPECOLATE-OXIDASE-RXN // RXN-8166 // RXN-8163 // LYSINE-RACEMASE-RXN
